,Name,City,Cuisines,Average Cost,Aggregate Rating,Original Name
7543,O0sjn_7543,Fort Myers,"French, Pizza, Bakery, Cafe",48,4.0,Orient Express - Taj Palace Hotel
5662,HjQ8x_5662,Charlottesville,"Tea, Chinese, Bakery, BBQ",48,0.0,Anjel China & Tibetian Food
8141,MpwKx_8141,Bristol,"Bakery, Pizza, Cafe, Seafood",48,2.7,Mr. Flavour
8013,xSBbW_8013,Dayton,"Desserts, Tea, Bakery, Cafe, Indian",48,0.0,Gupta Sweets
7561,W0LqU_7561,Elmira,"Desserts, Tea, Cafe, Bakery, Chinese",48,3.0,Chaap Nation
789,nErub_789,Bismarck,"Tea, Cafe, Mediterranean, Desserts",48,4.3,Chili's
5112,TQYvh_5112,Billings,"French, Bakery, Seafood, Fast Food",48,0.0,Kullu Manali Restaurant
5771,4Xi9G_5771,Hattiesburg,"Tea, Cafe, Pizza, Fast Food",48,3.2,Hot House Grill
9483,PGzR5_9483,Monterey,"Cafe, Pizza",48,4.1,Hogshead
9033,1AeXx_9033,Akron,"Desserts, Tea, Pizza, American, Seafood",48,2.4,Southern Flavours
8626,Xg1lE_8626,Flagstaff,"Seafood, Bakery, Desserts, Fast Food",48,3.1,Big Bone - The Meat Shop
2106,SlaUF_2106,Ketchikan,"Cafe, Pizza, Desserts, Fast Food",48,3.6,Giani
2302,WU0NJ_2302,Austin,"Cafe, American, Seafood",48,4.7,Chili's
5067,q1w7Z_5067,Fairbanks,"Pizza, Italian, BBQ, Fast Food, Mediterranean",48,0.0,Jain Sweets & Bakers
4517,0dff3_4517,Louisville,"Cafe, Bakery, Seafood",48,3.9,Vaishno Chat Bhandar
6826,LibWW_6826,Sacramento,"Desserts, Tea, Pizza, BBQ, Mediterranean",48,3.9,Sumo Sushi
9508,1zwaE_9508,Moline,"Bakery, Fast Food, American, Mediterranean, Seafood",48,4.2,Arabian Knights
6938,l2PHc_6938,Spokane,"Pizza, Indian, BBQ",48,3.0,The Kitchen Exotica
1946,uYImP_1946,Everett,"Seafood, Pizza, BBQ, Fast Food",48,0.0,Burger Point
2352,PCcOq_2352,Harlingen,"Cafe, Pizza, Bakery, Desserts",48,4.1,O2- The Plant Cafe
820,bsTSi_820,Fort Leonard Wood,"Desserts, Mexican, BBQ, Fast Food, Seafood",48,4.5,Basil With A Twist
7837,FCNKz_7837,Muskegon,"Cafe, Indian, Desserts, Fast Food",49,3.3,366 Junction
7132,Hwvbj_7132,Birmingham,"Desserts, Tea, Pizza, Italian, Mexican, BBQ",49,0.0,Aggarwal Petha Store and Bakers
7429,HyC1A_7429,Medford,"Pizza, Mexican, BBQ, Mediterranean, Seafood",49,3.6,Orange Peel by Rasleen Kochhar
4209,dhSVh_4209,Mason City,"Bakery, Indian, Seafood",49,3.8,Bon App愆tit
4337,sIYik_4337,Oakland,"Cafe, Mexican, Pizza, Mediterranean",49,3.8,Mumu Dahlin
2757,GZund_2757,Eugene,"Tea, Italian, Bakery, American, Seafood",49,3.0,Karachi Bakery
3066,PPCGt_3066,Richmond,"Pizza, Fast Food",49,3.5,Quote - The Eclectic Bar and Lounge
8366,hDVRk_8366,Burbank,"Tea, Cafe, Bakery, BBQ, Chinese",49,3.2,The Flying Pan
7839,kXKnL_7839,Fort Myers,"Fast Food, Cafe, BBQ, Seafood",49,3.4,Hari Om Bhojanalaya
4322,dawJK_4322,Presque Isle,"Tea, Pizza, Mediterranean",49,3.1,Cafe Coffee Day
3047,uNVGw_3047,Staunton,"Tea, Seafood, BBQ, Fast Food",49,3.7,Lady Baga
8681,Dh5Px_8681,Idaho Falls,"Desserts, Cafe, Italian, BBQ, Chinese, Seafood",49,3.8,The Fusion Food Stand
6002,H6CTX_6002,Medford,"French, Bakery, Cafe, Fast Food",49,3.0,Bikaner House
6454,fYpUV_6454,Marquette,"Tea, Cafe, BBQ",49,3.6,Burger King
2801,wfndz_2801,Bristol,"Tea, Cafe, Fast Food",49,3.4,Bikanervala
2804,kjmju_2804,Belleville,"Cafe, Bakery, Indian",49,2.7,Chattisgarh Bhawan
2161,l1oVb_2161,Rock Springs,"Bakery, Mediterranean, Fast Food",49,3.6,Cafe Bonkerz
895,4ope3_895,Cheyenne,"Cafe, Bakery, Seafood",49,3.4,Shree Rathnam
9374,05KWo_9374,Pasco,"Fast Food, Seafood",49,4.1,Ting Thai Caravan
5483,zc2pH_5483,Laramie,"Desserts, Pizza, Fast Food, American, Seafood",49,3.3,Burger Singh
3629,0RVNH_3629,Alamosa,"Desserts, Tea, Italian, Cafe, Mediterranean, Seafood",49,0.0,Parantha on Call
9242,wsRA4_9242,Missoula,"Cafe, Pizza, BBQ, Seafood",49,3.8,Deena Chat Bhandar
6880,p4ZWJ_6880,Ogden,"Tea, Pizza, Mexican, Bakery, BBQ, American",49,0.0,Spice Treat
35,RTVQw_35,Aguadilla,"Desserts, Tea, Pizza, Italian, Fast Food, Chinese",49,4.2,Coco Bambu
1287,YwTp3_1287,Appleton,"Cafe, Mexican, BBQ, Chinese, Seafood",49,3.3,Parantha Gurus
5048,8gFli_5048,Brunswick,"Cafe, BBQ, Desserts, Fast Food",49,3.1,Tripti
4920,2WNVd_4920,Wichita Falls,"Desserts, Italian, BBQ, Indian, Seafood",49,3.0,Gulshan Pastry Shop
5368,Wrdqj_5368,Jackson,"Tea, Cafe",49,0.0,Munchies Midnight Delivery
5916,CjZ2W_5916,San Jose,"Desserts, Tea, French, Bakery, BBQ",49,2.9,Khan Chicken Biryani
8743,KAStM_8743,Long Beach,"Tea, Indian, Desserts",49,0.0,Cupcakes & More
24,C1BHU_24,Fort Dodge,"Cafe, Pizza, BBQ, Chinese, American, Seafood",49,3.7,Casa do Biscoito Mineiro
3478,BWy0D_3478,Moline,"Pizza, Italian, BBQ, Cafe, Indian, Seafood",49,2.8,Litti.In
4274,Jsj8C_4274,Adak Island,"Tea, French, Indian, Seafood",49,0.0,Shankar Chinese Foods
6855,7dZcF_6855,Harrisburg,"Desserts, Pizza, Italian, BBQ, Fast Food",49,2.8,Food Nursary
8910,4Ukq0_8910,Brunswick,"Tea, Bakery",49,0.0,Let's Noodle
8726,RKrIp_8726,Brunswick,"Desserts, Tea, BBQ, Fast Food, Chinese",49,2.7,DCK- Dana Choga's Kitchen
9290,DP2os_9290,Del Rio,"Desserts, Tea, Mexican, BBQ, Cafe",49,4.4,Flip Burger
8609,3wSlc_8609,Lake Charles,"Bakery, Fast Food",49,3.5,McDonald's
336,GlmGW_336,Flagstaff,"Tea, Bakery, BBQ, Desserts",49,3.7,Sushi Thai Restaurant
36,NDOKe_36,Lake Charles,"Cafe, Pizza, BBQ, Seafood",49,3.6,Tayp礴
6448,bbZrC_6448,Las Vegas,"Cafe, Mexican, Indian, BBQ",49,4.0,Hawalat Lounge & Bar
1305,09915_1305,Cheyenne,"Mexican, Bakery, Cafe, Indian, Seafood",49,3.2,Masala Ville
337,2AUom_337,Presque Isle,"Tea, Seafood, BBQ, Fast Food",49,3.8,The Mellow Mushroom
7679,LljZq_7679,Norfolk,"Tea, Cafe, Fast Food",49,0.0,Veg. Darbar
9347,MZnLK_9347,Nome,"Tea, BBQ, Fast Food, Indian, Seafood",49,4.0,Fiesta del Asado
1666,TzHHW_1666,Albuquerque,"Desserts, Pizza, Italian, Cafe, Seafood",49,0.0,Chulha
996,V4SKS_996,Panama City,"Tea, Bakery, Pizza",49,0.0,Delicieux Ice Cream Rolls
6233,2usPS_6233,Charlottesville,"French, Bakery, Fast Food, Mediterranean, Seafood",49,3.1,Amritsari Kulcha
3550,zZnUy_3550,Petersburg,"Chinese, Bakery, Cafe, BBQ",49,3.6,Naivedyam
2246,2JGnf_2246,Hilo,"Bakery, Pizza",49,3.5,Orange Chopsticks
8621,yqnFk_8621,Peoria,"Pizza, Desserts, Seafood",49,0.0,Antaryami Paratha Corner
3910,qbQqZ_3910,Gulfport,"Tea, Bakery, Indian, Mediterranean, Seafood",49,2.9,Cakes & Bakes
9343,fLagk_9343,Key West,"BBQ, Bakery, American, Desserts",49,4.6,Bodega
1449,JASjQ_1449,Texarkana,"Desserts, Italian, BBQ, Cafe, American",49,2.6,Club Mojo
1748,kdSIw_1748,Fort Dodge,"Cafe, Seafood",49,3.0,Ridhi Sidhi
5341,zOCVw_5341,Kansas City,"Desserts, Tea, French, American, Seafood",49,0.0,K.D Corner
4607,GNVJt_4607,Ogdensburg,"Bakery, BBQ, Fast Food",49,3.6,Pakode Ki Dukaan
4543,Zhegx_4543,Traverse City,"Chinese, Mexican, BBQ, Fast Food",49,3.5,Cafe Shloka
212,rFNgz_212,Owensboro,"Bakery, Pizza, Indian, BBQ",49,3.9,Sierra's Mexican Restaurant
7016,2PByO_7016,Bemidji,"Tea, Pizza, Mexican, Fast Food, Mediterranean, Seafood",49,3.9,Kev's
5837,Hs77B_5837,Lewisburg,"Bakery, Pizza, American, Fast Food",49,3.1,The First Floor
8518,paJhN_8518,El Paso,"Tea, Mexican, BBQ, Fast Food, Mediterranean",49,2.8,Super Cake Shop
7584,E0CSB_7584,Burbank,"Pizza, French, BBQ, Bakery, Fast Food",49,0.0,Flavors of London
1906,IUPWG_1906,Dillingham,"Tea, Cafe, Pizza, Italian",49,4.0,Bikkgane Biryani
7416,hI4Zy_7416,Indianapolis,"Italian, French, BBQ, Fast Food, Cafe",49,0.0,Sanjay Chicken Shop
1099,hP88f_1099,Cape Girardeau,"Tea, Cafe, Pizza, Seafood",49,3.0,Rock Cafe
1372,bYu4a_1372,Saginaw,"Tea, Pizza, Mexican, BBQ, Fast Food",49,2.7,Tawa N Tandoor
109,vW0Mp_109,Miami,"Tea, Italian, Mexican, BBQ, Cafe",49,4.2,Clocked
4787,jQeYW_4787,Traverse City,"Tea, Cafe, American, BBQ",49,0.0,Deepu Fish & Chicken
7407,gK9N3_7407,Punta Gorda,"French, Seafood, Desserts, Fast Food",49,0.0,Madan Sweets & Bakers
7616,JPYB4_7616,Eugene,"Desserts, Tea, Cafe, BBQ, Chinese",49,4.2,The Coffee Bond
7023,u93W9_7023,Bismarck,"Pizza, Bakery",49,3.9,The Chai Story
5488,FffS8_5488,Kansas City,"Cafe, Bakery, American, BBQ",49,3.3,Karim's
4525,KtT3K_4525,Scranton,"Tea, Chinese, Bakery, Cafe",49,4.2,Chill'm Bar & Cafe
642,MaXwE_642,Petersburg,"Tea, Cafe, Desserts, Seafood",49,4.2,Tea'se Me - Rooftop Tea Boutique
3798,Juc0D_3798,Palm Springs,"Tea, Cafe, BBQ, Fast Food",49,3.3,Twenty Ten - Ashtan Sarovar Portico
9502,zCRtP_9502,Spokane,"Desserts, Tea, Mexican, Chinese, Seafood",49,4.0,Upali's
920,TQ4iJ_920,Yakutat,"Bakery, BBQ, Desserts, Fast Food",49,0.0,New Dilight
4870,bGxni_4870,Staunton,"Pizza, American, Bakery, BBQ, Indian, Seafood",49,2.6,Rozy Restaurant
1125,8GlBU_1125,Scottsbluff,"Bakery, Fast Food, Cafe, Indian, Seafood",49,3.4,Burger King
5648,BouzN_5648,Huntsville,"Pizza, French, BBQ, Fast Food, Seafood",49,0.0,Nishaj Chicken Corner
3225,fLE2B_3225,Ponce,"Tea, Pizza, American, Fast Food",49,3.7,Cafe Brown Sugar
6245,p2h06_6245,Roswell,"French, Pizza, Desserts",49,3.3,Culinaria
3212,QlqTx_3212,Martha's Vineyard,"Pizza, Mexican, Bakery, BBQ, Seafood",49,3.4,Qureshi's Kabab Corner
145,l9RDJ_145,Provo,"Seafood, Bakery, Cafe, Italian",49,4.5,Bardenay
1176,ukDN0_1176,Sault Ste. Marie,"Tea, Chinese, American, Fast Food",49,0.0,Costa Coffee
1346,FL8Ky_1346,Evansville,"Tea, Mediterranean, Desserts, Fast Food",49,3.0,Cake Point
2092,u1J9i_2092,Dallas,"French, Bakery, Seafood",49,3.1,Uma Foodies' Hut
6117,c3WVK_6117,San Francisco,"Cafe, Bakery, BBQ, Seafood",49,0.0,Subhan Chicken Biryani
7104,U0Cpo_7104,Austin,"Desserts, Pizza, BBQ, Fast Food, Indian",49,3.0,Goldy Da Dhaba
4750,RUjGM_4750,Great Falls,"Tea, Pizza, Indian, Desserts",49,3.3,F 2 Pastry Shop
7038,3fCVI_7038,Charleston,"Tea, Cafe, Pizza, Desserts",49,4.0,Espress-o-Ville
6860,qwa1Z_6860,Albany,"Desserts, Pizza, Italian, Cafe, Seafood",49,0.0,Abdullah Biryani Centre
2844,NiQRM_2844,Santa Rosa,"French, Pizza, BBQ",49,3.2,Brijwasi Restaurant
4170,glYde_4170,Gainesville,"Tea, Bakery, Desserts",49,0.0,Anwar Food Corner
5525,cFKGQ_5525,Greenville,"Tea, Cafe, Bakery, BBQ",49,3.5,Chin 10
8241,X1BoT_8241,Daytona Beach,"French, Pizza, Mediterranean, Fast Food",49,2.7,Mezbaan Jaika Restaurant
1354,8awPf_1354,Beaumont,"Cafe, BBQ, Italian",49,3.4,Foodies Nation
7093,rCnXr_7093,Alpena,"Cafe, Pizza, BBQ, Fast Food",49,3.1,Annapoorna
4882,Okxb5_4882,Owensboro,"Cafe, Pizza, BBQ, Seafood",49,3.5,Tibet Kitchen
2470,sjc3O_2470,Rockford,"Bakery, BBQ",49,3.9,Gajalee Sea Food
7404,2G8VU_7404,Erie,"Desserts, Tea, Pizza, French, Seafood",49,0.0,Kedgy Bite
3342,Yq8Ec_3342,Scottsbluff,"Bakery, BBQ, Cafe, Mediterranean, Seafood",49,2.5,Incrivel Goa
2142,iSy2p_2142,Mosinee,"Pizza, BBQ, Cafe, American, Mediterranean, Seafood",49,4.3,Cafe Sante
242,pdoW2_242,Grand Rapids,"Tea, Pizza, French, Bakery, Cafe, Indian",49,4.1,Exotic Thai Restaurant
7085,IcNhT_7085,Santa Fe,"Tea, Pizza, Bakery, Mediterranean, Seafood",49,4.0,Krispy Kreme
6050,oVdWa_6050,Paducah,"Cafe, Bakery, Pizza, Seafood",49,3.0,True Blue
1285,EmSso_1285,Victoria,"Chinese, Pizza, Fast Food",50,3.0,Italiano
4546,lkyag_4546,Boise,"Desserts, Pizza, French, Fast Food, Seafood",50,3.5,Kanwarji's
3229,y3byc_3229,Erie,"BBQ, Desserts, Seafood",50,3.7,Deez Biryani & Kebabs
7464,EK951_7464,Pensacola,"American, BBQ, Seafood",50,0.0,Satguru Tiffin Service
5622,kpU3d_5622,Mosinee,"Chinese, Seafood, Mediterranean, Fast Food",50,3.4,Mezbaan Restaurant
1392,I0s9F_1392,Kodiak,"Chinese, Bakery, Cafe",50,3.8,Veg Ex
2984,VzCOI_2984,Sarasota,"Chinese, BBQ, Seafood",50,2.8,Brijwasi Restaurant
9313,SNioZ_9313,Buffalo,"Bakery, BBQ",50,4.5,Big Fish Eatery
9482,GjZC9_9482,Kotzebue,"Cafe, Mexican, American, Fast Food",50,3.9,23 On Hazelwood
5424,qPvnj_5424,Gunnison,"Bakery, BBQ",50,0.0,Saraswati Food Corner
5614,jIpOK_5614,Santa Barbara,"Tea, Bakery, Mediterranean, Desserts",50,0.0,West Bangal Kolkata Hot Kathi Rolls
907,mAvJD_907,Durango,"Mexican, Indian, BBQ, Seafood",50,0.0,Standard Chicken Point
149,lqN6h_149,Palm Springs,"Tea, Pizza, Desserts, Fast Food",50,4.3,Bar Gernika Basque Pub & Eatery
7303,kkwLR_7303,Midland,"Bakery, Mexican, Pizza",50,3.1,Shivas Cafe
7426,1Pz8N_7426,Moline,"French, Bakery, BBQ, Cafe",50,3.3,Nathu's Sweets
4620,iWg4D_4620,Yakima,"BBQ, Seafood",50,3.5,Wrapss
7556,fxy8Z_7556,Santa Maria,"Tea, BBQ, Mediterranean",50,3.1,Bhappe Di Hatti
302,kOKuC_302,Kansas City,"Tea, Bakery",50,4.3,Antebellum
8571,KP71p_8571,Fairbanks,"Fast Food, Mediterranean, Desserts, Seafood",50,3.0,Zaffran- Ikshita's Kitchen
3338,AsRwU_3338,Hyannis,"Mexican, Desserts, Fast Food",50,4.2,YOLO 21
2098,At3iz_2098,Ithaca,"Tea, Fast Food",50,3.4,Bikanervala
232,bgnlP_232,New Orleans,"Pizza, Indian, Desserts",50,4.0,Jimmy's Pancake House
8957,7Xsxh_8957,El Paso,"Chinese, American, Cafe, Fast Food",50,3.0,Food Destination
3418,gyNxa_3418,Peoria,"Mexican, Bakery, Desserts, Pizza",50,2.6,Tandoor Ka Zaika
1591,sFonI_1591,Raleigh,"Tea, French, Mexican, BBQ, Bakery, Seafood",50,3.2,Deep Chicken Corner
3424,QV2iW_3424,Adak Island,"French, BBQ, Cafe, Fast Food",50,3.3,Kings Kulfi
3214,bENCa_3214,Albuquerque,"Mexican, Mediterranean, Desserts, Seafood",50,3.0,Suri Saab Restaurant
5444,yapju_5444,Ithaca,"Desserts, Cafe, Bakery, Chinese, Indian",50,3.2,"34, Chowringhee Lane"
5767,rakui_5767,Phoenix,"Desserts, Tea, Pizza, Italian, Mexican, Bakery",50,2.8,Enigma Lounge
4461,paZAM_4461,Ketchikan,"Cafe, Mexican, Bakery",50,2.3,The Cake Factory
1416,TLdVZ_1416,Greer,"Seafood, Desserts, Fast Food",50,3.6,World In A Box
5832,Y8fsh_5832,Devils Lake,"Desserts, French, Mexican, Bakery, Fast Food, Seafood",50,3.2,Punjabi Khana
2943,Tp0gJ_2943,Hilton Head,"Pizza, Bakery, Mediterranean, Seafood",50,3.6,Ashirbad
5813,kjEXn_5813,Santa Ana,"Desserts, Tea, Mexican, Bakery, Fast Food",50,0.0,China Kitchen
4560,1sMuz_4560,Charlottesville,"Tea, French, Bakery, Pizza",50,2.6,Cafe Coffee Day
8096,4xnQq_8096,Rapid City,"Pizza, Italian, BBQ, Cafe, Seafood",50,0.0,Joost Juice Bar
4645,wzlQS_4645,Pittsburgh,"French, Bakery, Seafood",50,3.7,China Fare
2911,sPgli_2911,San Francisco,"Tea, Bakery, American, Fast Food",50,3.7,Ustad Moinuddin Kebab
806,pehLp_806,Fort Myers,"Desserts, French, Fast Food, Cafe, Seafood",50,3.8,Haunted
2112,Gs2PB_2112,Monterey,"Cafe, Mexican, Pizza, Desserts",50,4.1,Biryani Art
1761,Mv1mA_1761,Rapid City,"Tea, Pizza, BBQ",50,3.5,South Store
1229,UwYrQ_1229,Laramie,"Seafood, Pizza, Fast Food",50,3.8,Dunkin' Donuts
8606,3ZVgv_8606,Raleigh,"Cafe, Fast Food",50,3.2,Burger King
2330,msVbH_2330,Belleville,"BBQ, Pizza, Desserts, Fast Food",50,3.9,Cafe Terazza
1971,f9XPB_1971,Cape Girardeau,"Chinese, Bakery, Cafe, Desserts",50,3.1,Curry Haus
8870,CgIQe_8870,International Falls,"Bakery, Pizza, American, Desserts",50,2.9,Masters Caterer
6862,dEE8x_6862,Cape Girardeau,"Tea, Mexican, BBQ, Fast Food, Seafood",50,0.0,Bhawani Restaurant
8937,3e5br_8937,Belleville,"Desserts, Tea, Italian, Fast Food, Mediterranean, Seafood",50,3.2,Twomato Foods
4786,09bZu_4786,Charlotte Amalie,"Desserts, Tea, French, Mexican, Cafe, Seafood",50,0.0,Chai Garam
7160,md6qF_7160,Alamosa,"Desserts, Seafood",50,0.0,Mehak Restaurant
5132,t3UsF_5132,Waterloo,"French, BBQ, Fast Food, Cafe, American",50,3.4,DCK- Dana Choga's Kitchen
6919,W6rEB_6919,Kodiak,"Cafe, American, BBQ, Italian",50,4.4,Blue Tokai Coffee Roasters
8864,MqXpJ_8864,Detroit,"Cafe, Pizza, BBQ, Desserts",50,2.5,Frequent Bakes
5282,z8BTo_5282,Augusta,"Italian, Mexican, BBQ, Fast Food, Seafood",50,3.7,Senorita's
2532,zdArX_2532,Buffalo,"Fast Food, Seafood, Italian",50,4.4,The Zuree Urban Kitchen
1220,3B3BU_1220,Atlantic City,"Desserts, Tea, Fast Food, Cafe, Indian",50,4.6,Burma Burma
700,OklO2_700,Green Bay,"Chinese, Mexican, Cafe, Seafood",50,3.8,Brothers' Amritsari Dhaba
2465,MRsrJ_2465,Duluth,"Cafe, Mediterranean, Seafood",50,3.8,Liquid Lounge
6204,UtIt6_6204,Montgomery,"French, BBQ, Desserts, Seafood",50,3.4,Sunil Momos.Com
3899,0PnSC_3899,Santa Maria,"Pizza, BBQ, Desserts, Fast Food",50,0.0,Peshawari Mehel
6059,Ouu3q_6059,Sioux Falls,"French, BBQ, Desserts",50,0.0,Mauja Hi Mauja
5227,8xEta_5227,Walla Walla,"Bakery, Pizza, Fast Food",50,0.0,Mr. Tandoori Lal
6080,BX91m_6080,San Luis Obispo,"BBQ, Fast Food",50,0.0,Anupama Snacks and Sweets Corner
7802,D5vRP_7802,Provo,"Tea, Pizza, Mexican, Fast Food, Chinese",50,0.0,Cafe Youth
4157,72K0t_4157,Bakersfield,"Pizza, Desserts, Fast Food",50,3.1,Cool Point Shahi Tukda
1890,GnWSO_1890,Jacksonville,"Seafood, BBQ, Cafe, Italian",50,3.2,Sna-X Point
7098,aJ2Rt_7098,Oakland,"Tea, Bakery, BBQ",50,2.9,Chowranghee
1902,WE4wf_1902,Clarksburg,"Pizza, American, Desserts",50,0.0,Burger Joint
5158,WdURU_5158,Mosinee,"Tea, Pizza, Bakery, American, Mediterranean",50,3.3,Vadapav Junction & More
8849,kAk3a_8849,Walla Walla,"Seafood, Bakery, Cafe, Fast Food",50,3.2,Binge Restaurant
2392,TOXhp_2392,Alexandria,"Pizza, Bakery",50,4.3,Paragon
5229,h7AxY_5229,Lawton,"French, Pizza, Desserts, Fast Food",50,0.0,Sardar Ji Take Away & Caterers
3553,703KI_3553,Alamosa,"Pizza, Bakery, BBQ, American, Mediterranean",50,3.9,The Diet Kitchen
3790,m9D1v_3790,Valdosta,"Tea, French, Indian, Desserts",50,3.0,Let's Tango
5097,1E0rA_5097,Peoria,"Pizza, French, Bakery, BBQ, Cafe",50,3.4,The Curzon Room - Maidens Hotel
6275,IM7RV_6275,Wrangell,"Cafe, Fast Food",50,3.0,Sindhi Chicken Corner
9031,KV1cK_9031,Reno,"Tea, Seafood, Fast Food, Italian",50,0.0,Spicy Affair
421,YIsqy_421,Minneapolis,"Desserts, Pizza, Bakery, Fast Food, Indian, Mediterranean",50,4.2,Monkeypod Kitchen by Merriman
4919,pRnVQ_4919,Stockton,"Desserts, Tea, Pizza, Italian, Cafe",50,3.4,Finger Licious
794,sH9kV_794,Cheyenne,"Tea, Bakery, Mexican, Pizza",50,4.3,TGI Friday's
431,LmDkl_431,Long Beach,"Tea, Cafe, BBQ, Seafood",50,3.9,Lulu's Waikiki
3999,8Z3NM_3999,Pago Pago,"Tea, Pizza, Cafe, Indian, Seafood",50,4.4,Rang De Basanti Urban Dhaba
4037,Az1jw_4037,Lexington,"Tea, Cafe, Indian",50,2.8,AL Maroosh
8901,g90Qr_8901,Cedar Rapids,"Pizza, Mexican, BBQ, Fast Food, American",50,0.0,Chinese Hot
8406,50I1m_8406,Rhinelander,"BBQ, Pizza, Desserts, Fast Food",50,2.7,KFC
6156,ZqdxZ_6156,Green Bay,"Tea, Cafe, American, BBQ",50,0.0,Mahavir Sweets
1257,WwQoP_1257,Aguadilla,"Cafe, Bakery, Fast Food",50,4.1,Quaff
8058,flk4F_8058,Valdosta,"Pizza, Mexican, Fast Food, Cafe, American",50,3.7,Instapizza
4785,RWSvZ_4785,Niagara Falls,"Tea, BBQ",50,0.0,Buddy 's. Pizza
4703,eiCny_4703,Augusta,"Mexican, BBQ, Pizza",50,2.7,Midnight Fries
439,hWiEW_439,Kotzebue,"Cafe, Bakery",50,4.5,Mrs. Wilkes' Dining Room
763,kLMQp_763,Muskegon,"French, BBQ, Fast Food",50,3.9,Indian Coffee House
3965,tVrbY_3965,Sioux City,"Tea, Pizza, BBQ, Indian, Seafood",51,0.0,Front Food Corner
1559,Iqxhg_1559,Louisville,"Cafe, Mediterranean, Fast Food",51,2.6,Mr Idli Xpress
7063,0mcCI_7063,Evansville,"Tea, Italian, Bakery, Fast Food, Seafood",51,3.4,Alaturka
5071,4dsBA_5071,Dayton,"Cafe, Mediterranean, Seafood",51,0.0,Kolcata Bengali Dhaba
5588,EhsmA_5588,Wrangell,"Desserts, Pizza, BBQ, Fast Food, American",51,0.0,Hasty Tasty
3288,7zW6s_3288,Killeen,"Tea, BBQ, Desserts, Seafood",51,3.3,Hookups Cafe & Lounge
7420,F6B6q_7420,Beaumont,"Italian, Bakery, BBQ, Fast Food, Indian",51,0.0,Special Moradabadi Chicken Corner
8535,p1LM5_8535,Bemidji,"Tea, Cafe, Seafood",51,3.1,Hari Sweets
9118,KWY18_9118,Salt Lake City,"French, Bakery, Fast Food",51,3.5,The Yellow Chilli
4806,B4cnG_4806,Kodiak,"Italian, Mexican, BBQ, Fast Food, Cafe, Seafood",51,0.0,Sugandh Corner
6623,bbPRw_6623,Grand Rapids,"Pizza, French, BBQ, Fast Food, Cafe",51,3.4,Bal Gopal
5823,JSdUh_5823,Lawton,"Seafood, BBQ, Fast Food",51,2.8,Bawa Snacks Corner
8833,iHezW_8833,Shreveport,"Cafe, Mediterranean, Desserts, Fast Food",51,2.7,Shankar Fast Food
5563,427DN_5563,Las Vegas,"Italian, Bakery, BBQ, Fast Food, American",51,3.0,Saara Veg
3875,uqk39_3875,Worcester,"Bakery, Desserts",51,3.0,Purani Delhi 6
6363,GfT5n_6363,State College,"Desserts, Pizza, Cafe, Indian, Seafood",51,3.6,The Riding Guns Cafe
8878,gNptx_8878,Mosinee,"Tea, French, Bakery, BBQ, Fast Food",51,3.1,Pizza Hut
8598,zt4t3_8598,Anchorage,"Chinese, Tea, Bakery, BBQ, Cafe, Mediterranean",51,0.0,Chinese Chilly Sizzler
7921,0mJHq_7921,Hilton Head,"Cafe, Indian, Fast Food",51,3.1,Twenty Four Seven
3141,1A07w_3141,Pago Pago,"Mexican, Bakery, Desserts",51,2.8,Cafe Coffee Day
8528,kKyK4_8528,Milwaukee,"Desserts, Pizza, BBQ, Cafe, Mediterranean",51,0.0,Simla Bakery
3133,t82RJ_3133,Huntsville,"Cafe, Desserts, Seafood",51,3.5,Infinity - Crowne Plaza
9070,3Dmam_9070,Houston,"Tea, Bakery, Desserts, Seafood",51,2.3,Subway
6800,GqOqX_6800,Valparaiso,"French, Indian, BBQ, Seafood",51,3.3,KPG Express
8911,1s8h0_8911,Rapid City,"Cafe, Mediterranean, Desserts",51,0.0,New Dragon Chinese Fast Food  & Paranthey Wala
1556,XfKz1_1556,Niagara Falls,"Tea, Pizza, Mexican, Fast Food, American",51,3.2,Barista Creme Lavazza
6154,wuWjt_6154,Salisbury,"Desserts, Tea, Pizza, Indian, Seafood",51,0.0,Kalka Ji Rasoi
3178,bP2as_3178,Watertown,"Tea, Cafe, Bakery, Chinese, Seafood",51,0.0,Shree Krishna Dhaba
5672,ND2Hx_5672,Greensboro,"Fast Food, Seafood",51,0.0,Chili's Treat
6834,rNcHn_6834,Sioux Falls,"Desserts, French, BBQ, Cafe, American",51,0.0,Chocolangels
5091,yP0Bo_5091,Las Vegas,"Cafe, Bakery, BBQ, Fast Food",51,0.0,Sunita Dhaba
4082,igSvR_4082,Aberdeen,"Tea, Pizza, Mexican, Bakery, Seafood",51,4.1,Sweet Tickles
6132,79Ag4_6132,Palm Springs,"Desserts, Tea, BBQ, Fast Food, American, Mediterranean",51,3.3,Aalis Kathi Kabab
1956,yYySl_1956,Sioux Falls,"Tea, Bakery, Mediterranean",51,0.0,Shri Sai Kirpa Food
3885,uzilP_3885,Punta Gorda,"Cafe, Pizza, Fast Food",51,3.8,Railway Yard
99,J9JgN_99,Watertown,"Tea, BBQ, Fast Food, Mediterranean, Seafood",51,3.8,The Catch Seafood Room & Oyster Bar
100,wpIbh_100,Jacksonville,"Tea, American, Desserts",51,3.7,Villa Gargano
